LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,GarageCars,GarageArea,Neighborhood,HouseStyle,RoofStyle,Exterior,Heating,SaleCondition,SalePrice
8371.0,5,1,1967,966.0,2807,1,531.0,NAmes,2Story,Hip,Wd Sdng,Grav,Normal,246799
3726.0,2,1,2019,2934.0,3279,0,527.0,NAmes,2Story,Gable,HdBoard,Grav,Abnorml,212148
7791.0,3,4,1994,632.0,3227,0,157.0,Somerst,1.5Fin,Gable,HdBoard,GasA,Abnorml,207968
10458.0,4,2,1986,1113.0,1182,3,104.0,Edwards,1Story,Gable,MetalSd,GasW,Abnorml,197427
19221.0,4,6,1970,2699.0,3558,1,914.0,Somerst,2Story,Flat,Wd Sdng,GasW,Abnorml,287339
17738.0,9,9,1993,949.0,2349,3,725.0,NAmes,2Story,Flat,Wd Sdng,Grav,Abnorml,358187
19070.0,1,8,1979,2000.0,1914,3,356.0,NAmes,SLvl,Hip,Wd Sdng,GasW,Normal,153325
18740.0,9,4,1960,,1801,3,585.0,NAmes,1Story,Hip,VinylSd,Grav,Abnorml,329196
11063.0,9,2,1957,1910.0,2295,3,583.0,Edwards,2Story,Gable,MetalSd,GasA,Partial,349581
12165.0,6,1,1954,239.0,1395,1,732.0,Edwards,2Story,Hip,VinylSd,Grav,Partial,210022
16539.0,1,7,1957,,1431,3,333.0,CollgCr,SLvl,Hip,VinylSd,GasW,Partial,138348
17572.0,6,3,1954,1742.0,980,0,714.0,CollgCr,1Story,Hip,HdBoard,Grav,Normal,147559
6647.0,8,6,1959,118.0,1974,0,925.0,OldTown,1Story,Gable,VinylSd,GasW,Abnorml,267027
12002.0,5,5,1964,595.0,790,1,736.0,Edwards,2Story,Gable,HdBoard,Grav,Abnorml,148892
12833.0,5,5,2005,2015.0,3348,3,361.0,Somerst,2Story,Flat,Wd Sdng,GasA,Abnorml,286739
12420.0,1,2,2004,1274.0,3194,3,929.0,Edwards,2Story,Gable,MetalSd,Grav,Abnorml,210568
8642.0,1,9,1952,,2652,2,934.0,CollgCr,SLvl,Flat,HdBoard,GasA,Normal,191224
12542.0,8,4,1990,653.0,2474,3,48.0,NAmes,SLvl,Hip,HdBoard,GasA,Partial,319055
6357.0,5,1,1959,349.0,1900,1,612.0,CollgCr,SLvl,Hip,VinylSd,GasA,Normal,198542
,8,2,1956,30.0,689,1,375.0,CollgCr,SLvl,Gable,Wd Sdng,GasW,Abnorml,167865
15201.0,2,9,2012,2505.0,1718,2,489.0,CollgCr,SLvl,Flat,VinylSd,GasA,Abnorml,177722
4739.0,4,7,2012,2138.0,2099,0,740.0,OldTown,1Story,Hip,HdBoard,GasW,Abnorml,162899
15231.0,9,2,1975,2175.0,876,1,132.0,OldTown,2Story,Hip,MetalSd,GasA,Partial,239992
11510.0,3,7,1983,2826.0,3230,3,872.0,OldTown,1Story,Hip,Wd Sdng,Grav,Abnorml,257113
11727.0,6,4,2021,969.0,1541,3,298.0,,SLvl,Flat,Wd Sdng,Grav,Abnorml,247358
12635.0,7,2,1988,847.0,758,0,558.0,OldTown,2Story,Flat,HdBoard,GasA,Normal,182869
,3,4,2009,791.0,1326,2,698.0,Somerst,1.5Fin,Gable,MetalSd,Grav,Abnorml,152205
19261.0,1,5,2018,508.0,2919,1,196.0,Edwards,2Story,Gable,MetalSd,Grav,Partial,186529
13392.0,2,4,1975,2983.0,2225,3,766.0,Edwards,2Story,Hip,VinylSd,GasW,Normal,196632
14336.0,7,3,2011,744.0,2330,0,912.0,OldTown,2Story,Hip,MetalSd,GasW,Abnorml,229045
13939.0,7,6,1959,739.0,3534,0,18.0,Edwards,1.5Fin,Gable,HdBoard,Grav,Partial,340831
18676.0,1,1,2003,1904.0,3379,0,941.0,Edwards,1Story,Flat,VinylSd,GasA,Normal,219341
11843.0,7,8,1980,2038.0,3516,3,372.0,NAmes,2Story,Flat,Wd Sdng,GasA,Abnorml,343200
14823.0,6,5,1987,236.0,3140,0,823.0,OldTown,1Story,Flat,VinylSd,GasW,Abnorml,246033
4686.0,6,8,1974,2006.0,2607,0,153.0,,1Story,Gable,VinylSd,Grav,Normal,275407
2233.0,7,4,2014,1556.0,2652,0,193.0,CollgCr,1.5Fin,Flat,MetalSd,GasW,Partial,251155
16429.0,7,4,1999,1012.0,1949,1,397.0,CollgCr,1.5Fin,Gable,HdBoard,GasA,Normal,278337
4272.0,1,5,1973,1074.0,3424,3,435.0,Edwards,2Story,Hip,Wd Sdng,GasW,Normal,259490
19350.0,5,5,1976,1872.0,3832,1,603.0,CollgCr,SLvl,Flat,HdBoard,Grav,Partial,303438
19273.0,8,6,1999,1846.0,2290,2,387.0,NAmes,SLvl,Flat,VinylSd,GasA,Partial,300983
5400.0,8,5,1999,468.0,3617,0,642.0,OldTown,SLvl,Gable,MetalSd,Grav,Abnorml,320981
17371.0,3,5,1964,1915.0,1143,3,334.0,NAmes,2Story,Flat,HdBoard,GasA,Normal,163467
6542.0,3,8,1966,387.0,2000,2,405.0,OldTown,SLvl,Flat,Wd Sdng,Grav,Abnorml,199818
5523.0,7,6,1978,1366.0,2814,1,,Somerst,SLvl,Gable,MetalSd,Grav,Partial,302940
5291.0,4,2,1954,735.0,1455,2,489.0,OldTown,1.5Fin,Gable,Wd Sdng,GasW,Normal,194996
4488.0,6,4,1960,653.0,2057,1,561.0,NAmes,1.5Fin,Flat,Wd Sdng,GasA,Normal,259051
12892.0,9,4,2001,2088.0,3677,3,447.0,Edwards,2Story,Hip,VinylSd,Grav,Normal,407904
3558.0,2,5,1983,1509.0,2216,1,978.0,CollgCr,SLvl,Gable,HdBoard,GasA,Partial,222212
6690.0,2,6,1982,952.0,3967,2,,CollgCr,2Story,Gable,HdBoard,GasW,Partial,277323
8121.0,6,5,1998,1725.0,1672,1,777.0,NAmes,SLvl,Gable,Wd Sdng,Grav,Normal,226563
14198.0,3,6,1980,2856.0,2827,1,508.0,CollgCr,1Story,Gable,MetalSd,GasA,Normal,224167
6439.0,1,8,1967,1580.0,1024,2,695.0,Edwards,2Story,Gable,MetalSd,GasW,Partial,109294
19487.0,2,4,1954,381.0,3411,2,865.0,CollgCr,1.5Fin,Gable,VinylSd,Grav,Partial,248531
9520.0,7,3,1979,95.0,2573,0,527.0,Somerst,SLvl,Gable,VinylSd,GasA,Partial,289563
7409.0,4,9,1994,911.0,3099,2,804.0,OldTown,SLvl,Flat,HdBoard,GasW,Normal,214832
11670.0,2,3,1987,786.0,1805,1,99.0,Somerst,1Story,Hip,Wd Sdng,GasW,Abnorml,140377
14106.0,8,8,1978,292.0,2007,3,496.0,OldTown,1Story,Hip,HdBoard,Grav,Abnorml,272401
13934.0,4,5,1985,340.0,2464,3,492.0,Somerst,1Story,Hip,VinylSd,Grav,Normal,275482
9869.0,4,9,1958,718.0,1297,0,,CollgCr,1Story,Gable,HdBoard,Grav,Abnorml,116663
4956.0,2,3,1972,2585.0,3635,1,277.0,CollgCr,1Story,Gable,Wd Sdng,GasA,Normal,220940
12766.0,1,8,1952,1373.0,2658,2,377.0,Edwards,1Story,Hip,HdBoard,GasW,Abnorml,169588
12086.0,1,7,2005,2919.0,3659,1,287.0,Somerst,SLvl,Flat,Wd Sdng,GasW,Normal,193709
12435.0,3,7,1989,959.0,921,2,427.0,OldTown,1.5Fin,Gable,MetalSd,Grav,Partial,129962
18412.0,6,9,2005,2428.0,1404,2,592.0,OldTown,1.5Fin,Hip,HdBoard,GasW,Abnorml,178260
12255.0,7,8,2007,2906.0,1225,2,328.0,CollgCr,2Story,Hip,MetalSd,Grav,Abnorml,261778
11638.0,9,3,1980,2646.0,1963,0,763.0,CollgCr,SLvl,Hip,VinylSd,Grav,Partial,286592
9756.0,5,6,1960,2977.0,3699,2,691.0,CollgCr,SLvl,Hip,VinylSd,GasW,Abnorml,299713
13856.0,9,6,1991,1914.0,2841,1,32.0,Somerst,1.5Fin,Flat,Wd Sdng,GasW,Normal,348509
,8,5,1952,2809.0,1672,0,119.0,OldTown,1.5Fin,Gable,VinylSd,GasA,Normal,250086
5602.0,1,3,2006,2411.0,3898,0,96.0,Somerst,2Story,Flat,MetalSd,Grav,Partial,196058
7062.0,3,9,1963,2613.0,1663,3,385.0,OldTown,1Story,Flat,Wd Sdng,GasW,Abnorml,202282
13877.0,8,7,1995,968.0,3351,0,13.0,OldTown,SLvl,Gable,Wd Sdng,Grav,Normal,323296
9244.0,9,4,1968,2874.0,1645,1,612.0,Edwards,1.5Fin,Flat,Wd Sdng,GasW,Partial,299920
8372.0,4,6,2009,1939.0,883,3,316.0,,SLvl,Gable,VinylSd,Grav,Abnorml,159441
9105.0,6,5,1980,2030.0,2486,2,736.0,,1.5Fin,Gable,Wd Sdng,Grav,Normal,247270
14229.0,4,1,1985,1574.0,2830,3,320.0,Somerst,1Story,Hip,Wd Sdng,Grav,Abnorml,286026
18956.0,9,2,1981,504.0,3311,0,750.0,CollgCr,1Story,Flat,MetalSd,Grav,Abnorml,340944
9705.0,2,1,2012,1869.0,1970,2,85.0,Somerst,SLvl,Flat,Wd Sdng,Grav,Normal,168008
15894.0,6,9,1975,2032.0,1466,2,541.0,Edwards,1.5Fin,Gable,HdBoard,GasA,Abnorml,228619
14280.0,3,9,2014,2265.0,2741,1,282.0,Somerst,SLvl,Hip,Wd Sdng,GasW,Normal,192413
2614.0,4,5,1951,1882.0,1341,0,63.0,OldTown,1Story,Hip,Wd Sdng,GasW,Normal,141202
6050.0,2,8,2019,2529.0,2116,1,800.0,CollgCr,SLvl,Hip,MetalSd,GasA,Normal,150103
18709.0,8,4,1994,2984.0,1118,0,820.0,CollgCr,1.5Fin,Gable,HdBoard,GasA,Partial,208002
17722.0,8,1,1974,2796.0,1519,0,79.0,Edwards,1Story,Gable,VinylSd,GasA,Partial,260943
17210.0,1,4,1989,1348.0,2453,2,393.0,Somerst,SLvl,Flat,HdBoard,GasA,Abnorml,157134
18742.0,6,7,1967,835.0,705,2,666.0,OldTown,2Story,Flat,Wd Sdng,Grav,Normal,168739
5777.0,1,2,1961,488.0,1138,3,,NAmes,SLvl,Gable,HdBoard,GasA,Normal,149878
7906.0,6,2,1973,1431.0,563,0,897.0,,SLvl,Flat,VinylSd,GasA,Normal,128445
3721.0,7,6,1992,2847.0,3588,0,349.0,OldTown,1.5Fin,Flat,HdBoard,GasA,Partial,320678
,2,9,1981,,1958,2,877.0,Somerst,1Story,Flat,HdBoard,GasA,Normal,181592
5896.0,9,3,1996,2713.0,3676,0,810.0,NAmes,1Story,Gable,Wd Sdng,Grav,Abnorml,377363
8941.0,8,7,1994,258.0,2211,0,210.0,Edwards,2Story,Gable,MetalSd,GasA,Abnorml,242447
15464.0,9,9,1984,1250.0,727,0,402.0,Somerst,SLvl,Gable,Wd Sdng,GasW,Normal,202042
7246.0,4,9,1958,2022.0,1201,1,370.0,CollgCr,SLvl,Gable,Wd Sdng,GasW,Abnorml,120160
10384.0,4,4,1959,1617.0,894,3,98.0,NAmes,SLvl,Flat,HdBoard,Grav,Abnorml,186360
17369.0,8,2,2014,2419.0,1736,3,266.0,CollgCr,1Story,Flat,VinylSd,Grav,Abnorml,312776
18475.0,1,1,2008,1414.0,3280,0,,NAmes,1Story,Gable,MetalSd,GasW,Normal,204138
15644.0,8,6,2006,991.0,2359,0,637.0,CollgCr,SLvl,Flat,Wd Sdng,Grav,Normal,277454
13108.0,7,5,1959,2135.0,2197,2,121.0,Somerst,SLvl,Flat,HdBoard,GasW,Normal,275220
10128.0,7,6,1968,399.0,2845,3,31.0,NAmes,1Story,Flat,Wd Sdng,Grav,Normal,316004
19459.0,9,7,1999,308.0,1948,3,335.0,,1.5Fin,Flat,VinylSd,Grav,Abnorml,291949
10168.0,7,9,2017,3.0,1520,2,976.0,Somerst,2Story,Hip,Wd Sdng,GasA,Normal,256400
8861.0,2,6,1954,1196.0,3308,3,796.0,,2Story,Hip,MetalSd,GasW,Partial,230994
10990.0,1,6,1978,1567.0,3249,1,467.0,CollgCr,2Story,Gable,MetalSd,Grav,Partial,156527
15750.0,1,3,1954,2273.0,3972,2,,,1.5Fin,Gable,HdBoard,GasW,Partial,274896
18988.0,7,8,2009,2386.0,3071,0,430.0,,SLvl,Flat,Wd Sdng,Grav,Normal,281202
4979.0,5,9,2014,1229.0,1052,1,599.0,Somerst,1Story,Hip,MetalSd,GasW,Partial,172475
9065.0,4,1,1977,,1921,3,,CollgCr,1.5Fin,Gable,Wd Sdng,GasA,Normal,218158
6916.0,5,6,1950,2105.0,1783,0,367.0,Somerst,2Story,Gable,MetalSd,GasA,Abnorml,211799
,6,7,1978,1804.0,2673,3,,CollgCr,SLvl,Hip,VinylSd,GasA,Normal,269217
7622.0,6,8,2000,1173.0,2773,3,820.0,Somerst,2Story,Gable,VinylSd,GasW,Normal,318909
14164.0,1,8,1985,2603.0,3269,0,67.0,NAmes,2Story,Gable,MetalSd,GasW,Abnorml,182512
3699.0,2,7,1981,,832,0,132.0,NAmes,1.5Fin,Hip,MetalSd,Grav,Abnorml,90689
19100.0,3,8,2013,918.0,829,1,82.0,NAmes,SLvl,Flat,Wd Sdng,GasA,Normal,108359
,4,9,1963,523.0,3457,3,175.0,CollgCr,1.5Fin,Hip,Wd Sdng,GasW,Normal,290398
15796.0,6,7,1981,525.0,1788,2,882.0,Edwards,1Story,Gable,MetalSd,GasW,Partial,257779
6086.0,9,3,1958,1315.0,2718,2,919.0,Somerst,1.5Fin,Hip,MetalSd,GasA,Partial,330914
2665.0,2,9,1960,23.0,3463,2,891.0,Edwards,1Story,Flat,Wd Sdng,GasW,Abnorml,232612
16605.0,8,1,1997,2810.0,2548,3,893.0,Edwards,1Story,Gable,MetalSd,Grav,Normal,327555
19463.0,9,8,2000,1654.0,1375,3,111.0,Edwards,1Story,Gable,VinylSd,GasA,Partial,264774
10419.0,2,6,1953,1613.0,3408,0,768.0,OldTown,SLvl,Gable,Wd Sdng,GasA,Abnorml,205027
17184.0,9,3,1990,241.0,2244,1,354.0,Somerst,SLvl,Flat,VinylSd,GasA,Normal,303056
,7,9,1974,202.0,2788,3,769.0,OldTown,2Story,Gable,Wd Sdng,GasA,Partial,338131
7263.0,9,6,1966,236.0,1083,2,905.0,Somerst,1Story,Gable,MetalSd,GasW,Normal,253612
18109.0,6,7,1996,950.0,1100,3,190.0,OldTown,SLvl,Flat,HdBoard,GasA,Abnorml,182303
9951.0,2,2,1957,293.0,2567,1,570.0,,1.5Fin,Hip,Wd Sdng,Grav,Abnorml,183976
14919.0,8,1,2007,1110.0,1838,3,261.0,NAmes,1.5Fin,Flat,Wd Sdng,GasA,Abnorml,287371
3363.0,9,1,1950,209.0,3020,1,615.0,,SLvl,Hip,HdBoard,GasW,Partial,322267
6508.0,8,3,1951,787.0,2504,0,741.0,CollgCr,SLvl,Gable,HdBoard,Grav,Partial,291660
3755.0,2,3,1959,1632.0,2688,1,723.0,Edwards,2Story,Flat,VinylSd,Grav,Normal,196639
2519.0,8,8,1976,2276.0,3904,2,338.0,Somerst,2Story,Flat,MetalSd,Grav,Abnorml,397406
,3,7,1962,409.0,1186,3,687.0,CollgCr,2Story,Hip,HdBoard,Grav,Abnorml,171843
12514.0,3,8,2012,2817.0,2597,3,419.0,Edwards,1.5Fin,Flat,Wd Sdng,GasA,Abnorml,249554
16688.0,9,1,1960,962.0,2129,2,47.0,Somerst,1.5Fin,Hip,HdBoard,GasA,Normal,323153
9233.0,9,4,1963,1491.0,1984,1,,Edwards,1Story,Hip,HdBoard,Grav,Partial,334653
3102.0,9,8,1975,457.0,2203,3,119.0,Somerst,1.5Fin,Hip,MetalSd,GasW,Normal,364607
2597.0,4,2,2018,2601.0,890,3,936.0,OldTown,SLvl,Flat,MetalSd,GasW,Abnorml,174245
15947.0,7,7,1988,2260.0,1578,1,855.0,OldTown,2Story,Gable,VinylSd,Grav,Abnorml,199376
14241.0,8,8,1977,1831.0,3622,1,383.0,NAmes,1Story,Flat,MetalSd,GasW,Partial,393503
7781.0,5,9,1966,1928.0,989,1,328.0,CollgCr,1Story,Hip,VinylSd,Grav,Partial,159109
12797.0,1,7,1986,385.0,1855,3,,OldTown,SLvl,Gable,HdBoard,Grav,Normal,170278
,9,9,1976,1435.0,2421,2,871.0,Somerst,2Story,Flat,VinylSd,GasA,Normal,340498
12380.0,6,2,2016,527.0,769,2,764.0,Edwards,1Story,Gable,VinylSd,GasA,Partial,186114
10780.0,3,1,2017,1411.0,861,0,772.0,NAmes,2Story,Gable,MetalSd,Grav,Abnorml,93443
8554.0,3,1,1996,989.0,644,1,84.0,Edwards,2Story,Gable,HdBoard,GasA,Abnorml,100305
14664.0,1,4,1983,101.0,1088,2,16.0,Edwards,2Story,Hip,VinylSd,GasW,Partial,50785
11599.0,8,1,1967,1612.0,1652,1,535.0,CollgCr,1.5Fin,Hip,HdBoard,GasA,Partial,234236
17511.0,2,7,1984,389.0,874,3,383.0,Edwards,2Story,Gable,Wd Sdng,Grav,Abnorml,118882
6846.0,1,8,1967,1225.0,2146,2,858.0,CollgCr,2Story,Gable,Wd Sdng,Grav,Abnorml,158303
8605.0,7,3,2019,1415.0,3572,3,623.0,Somerst,SLvl,Hip,Wd Sdng,Grav,Abnorml,375448
12251.0,9,1,1983,840.0,3938,0,81.0,Edwards,SLvl,Hip,HdBoard,GasW,Partial,365403
18043.0,6,3,1982,1377.0,3085,2,853.0,,1Story,Hip,Wd Sdng,GasA,Normal,317890
14764.0,8,2,2021,1616.0,2151,2,,Edwards,1Story,Hip,MetalSd,GasA,Abnorml,292978
4986.0,8,6,1992,,1697,0,795.0,Somerst,2Story,Hip,HdBoard,GasA,Partial,237631
2400.0,9,7,1976,234.0,3605,1,105.0,OldTown,SLvl,Hip,Wd Sdng,Grav,Partial,376287
12416.0,7,9,1997,113.0,817,2,659.0,OldTown,1Story,Flat,Wd Sdng,GasW,Abnorml,225528
5412.0,9,5,2018,1983.0,1084,0,,Somerst,1.5Fin,Hip,VinylSd,Grav,Partial,229515
18440.0,9,4,2020,808.0,3110,3,719.0,NAmes,SLvl,Gable,HdBoard,GasA,Partial,387799
3875.0,1,1,1971,1063.0,3782,0,146.0,NAmes,SLvl,Flat,Wd Sdng,GasW,Normal,224013
6298.0,6,6,1983,2150.0,2250,3,7.0,CollgCr,SLvl,Hip,HdBoard,GasA,Normal,288396
5768.0,8,8,1992,410.0,3100,0,273.0,Somerst,1.5Fin,Hip,HdBoard,Grav,Normal,301644
,9,4,1965,1318.0,810,2,804.0,NAmes,1Story,Hip,MetalSd,Grav,Partial,240907
14489.0,4,1,1963,1588.0,3471,1,,CollgCr,1Story,Hip,Wd Sdng,GasW,Abnorml,280224
3353.0,2,5,1988,807.0,593,2,684.0,Edwards,1Story,Gable,MetalSd,GasW,Abnorml,96943
8597.0,9,5,2020,1587.0,688,2,510.0,Edwards,1Story,Gable,Wd Sdng,GasW,Normal,228814
16691.0,9,2,1961,1060.0,1146,3,734.0,NAmes,1Story,Flat,HdBoard,GasA,Abnorml,283188
6311.0,8,6,2004,66.0,2241,2,,CollgCr,SLvl,Gable,HdBoard,GasA,Partial,317606
17307.0,3,9,1955,2450.0,2751,0,513.0,CollgCr,1.5Fin,Hip,HdBoard,GasW,Normal,215830
12794.0,5,6,1989,1697.0,2014,1,950.0,,2Story,Hip,HdBoard,Grav,Normal,236122
4934.0,2,8,1962,2253.0,2191,2,223.0,NAmes,1Story,Flat,Wd Sdng,Grav,Partial,180186
18406.0,3,3,2018,340.0,2601,1,910.0,OldTown,2Story,Flat,VinylSd,GasW,Partial,212690
12394.0,1,2,1973,1857.0,1471,3,570.0,Somerst,1Story,Hip,HdBoard,Grav,Normal,160645
19593.0,4,4,2008,1075.0,593,2,586.0,,SLvl,Gable,Wd Sdng,Grav,Normal,126882
10940.0,5,9,1995,2473.0,2861,1,132.0,OldTown,SLvl,Flat,HdBoard,Grav,Abnorml,277600
19188.0,2,9,1993,955.0,2466,0,361.0,CollgCr,2Story,Flat,VinylSd,GasW,Normal,177259
,3,3,1960,208.0,859,1,220.0,Somerst,1Story,Gable,Wd Sdng,GasA,Partial,131991
12629.0,6,1,2010,1537.0,2715,0,723.0,OldTown,1Story,Flat,HdBoard,GasA,Normal,221966
7141.0,6,1,1985,2010.0,1481,0,659.0,Somerst,1.5Fin,Gable,MetalSd,GasA,Normal,183063
5671.0,7,4,2021,2723.0,2309,3,81.0,CollgCr,1.5Fin,Hip,VinylSd,GasW,Abnorml,288119
9292.0,9,4,1959,1888.0,897,1,395.0,CollgCr,SLvl,Gable,MetalSd,Grav,Abnorml,268315
17438.0,4,6,1950,368.0,1036,2,184.0,Edwards,1.5Fin,Flat,MetalSd,GasA,Abnorml,144116
14231.0,5,5,2012,1762.0,893,2,880.0,CollgCr,1.5Fin,Hip,HdBoard,Grav,Normal,153323
16511.0,2,6,1961,,1879,2,848.0,Edwards,SLvl,Flat,MetalSd,Grav,Partial,139637
13109.0,6,7,1954,81.0,547,2,579.0,Somerst,1Story,Gable,Wd Sdng,GasW,Partial,169875
10444.0,4,7,1985,1187.0,1955,1,786.0,NAmes,1.5Fin,Flat,VinylSd,GasW,Abnorml,200813
,5,9,1966,376.0,3248,3,248.0,Somerst,2Story,Flat,Wd Sdng,GasW,Abnorml,344123
15026.0,7,6,2007,2.0,2600,2,764.0,Edwards,1.5Fin,Gable,MetalSd,GasW,Partial,292360
11321.0,6,8,1971,683.0,2788,2,598.0,NAmes,SLvl,Hip,Wd Sdng,GasA,Abnorml,274241
7435.0,8,2,1980,763.0,3452,0,282.0,Edwards,2Story,Hip,VinylSd,Grav,Normal,363776
10493.0,6,8,1975,265.0,3966,1,627.0,CollgCr,SLvl,Flat,MetalSd,GasA,Abnorml,367534
8691.0,8,9,1962,2482.0,3598,0,436.0,Edwards,2Story,Gable,VinylSd,Grav,Partial,304716
4763.0,4,4,2012,2729.0,3630,0,681.0,NAmes,1Story,Flat,HdBoard,GasA,Abnorml,251148
5241.0,7,5,2016,724.0,1709,3,251.0,Edwards,1.5Fin,Hip,HdBoard,Grav,Abnorml,274769
5057.0,3,5,2012,2840.0,1664,2,371.0,OldTown,1.5Fin,Gable,Wd Sdng,GasW,Abnorml,176951
18934.0,1,2,1960,1250.0,1460,2,300.0,OldTown,2Story,Flat,Wd Sdng,GasW,Normal,167316
7574.0,9,5,2018,2423.0,2522,1,333.0,Somerst,SLvl,Flat,MetalSd,Grav,Partial,310077
7411.0,9,9,2013,1285.0,1580,0,323.0,Somerst,SLvl,Gable,MetalSd,GasA,Abnorml,236056
3587.0,6,4,2017,2413.0,949,2,707.0,NAmes,2Story,Flat,HdBoard,Grav,Normal,181968
12014.0,2,3,1981,766.0,1629,3,919.0,Edwards,1.5Fin,Hip,HdBoard,GasW,Partial,188244
7920.0,8,7,1959,2475.0,3851,0,854.0,CollgCr,2Story,Gable,VinylSd,GasW,Partial,352284
13688.0,6,8,2003,1031.0,932,3,35.0,NAmes,1Story,Flat,HdBoard,GasW,Normal,243621
6409.0,7,6,2004,1953.0,2203,3,458.0,NAmes,1.5Fin,Hip,HdBoard,GasA,Normal,308073
7783.0,1,6,2011,1064.0,1346,3,992.0,NAmes,SLvl,Hip,VinylSd,Grav,Partial,118737
2712.0,3,5,2004,1901.0,2281,2,229.0,Somerst,1Story,Hip,HdBoard,GasA,Abnorml,221306
7406.0,1,6,1984,,3513,3,644.0,NAmes,1Story,Flat,Wd Sdng,GasW,Normal,264700
,1,9,2016,2611.0,3911,3,282.0,Edwards,1.5Fin,Flat,VinylSd,GasW,Normal,289716
4433.0,1,2,2014,1125.0,2249,2,164.0,NAmes,SLvl,Gable,HdBoard,GasA,Normal,134381
5301.0,4,3,1966,1242.0,2037,2,538.0,CollgCr,1.5Fin,Gable,VinylSd,Grav,Normal,217463
18654.0,7,1,1991,2291.0,2473,2,,NAmes,2Story,Gable,HdBoard,GasA,Normal,271353
13586.0,7,4,2008,2892.0,1922,1,331.0,,1Story,Gable,HdBoard,GasW,Normal,245189
19463.0,5,2,2019,938.0,3413,0,174.0,Somerst,1.5Fin,Gable,MetalSd,Grav,Partial,265979
7322.0,6,6,1960,302.0,2729,0,959.0,CollgCr,1.5Fin,Hip,VinylSd,Grav,Abnorml,262086
15932.0,2,1,1977,369.0,1825,1,901.0,NAmes,1Story,Gable,Wd Sdng,Grav,Abnorml,155859
7257.0,5,8,1988,850.0,682,1,75.0,NAmes,2Story,Hip,HdBoard,GasW,Abnorml,137026
15733.0,7,6,2003,2322.0,2033,1,439.0,NAmes,SLvl,Flat,Wd Sdng,GasW,Partial,281006
15368.0,9,9,1960,,1618,2,127.0,Somerst,1.5Fin,Gable,MetalSd,GasW,Partial,317570
11777.0,6,6,2007,46.0,3985,3,511.0,NAmes,1Story,Hip,Wd Sdng,GasW,Partial,367978
13249.0,4,7,1989,2164.0,655,2,757.0,Somerst,1Story,Flat,MetalSd,GasA,Normal,177254
14881.0,3,5,1953,2564.0,2215,3,397.0,Somerst,2Story,Gable,VinylSd,Grav,Normal,214166
11587.0,9,8,2013,831.0,2644,0,277.0,Edwards,1.5Fin,Gable,MetalSd,GasA,Normal,275191
10791.0,7,8,1997,2666.0,1436,3,694.0,OldTown,1Story,Flat,HdBoard,GasW,Partial,238365
10705.0,6,9,2019,755.0,1892,1,330.0,Somerst,2Story,Gable,MetalSd,GasW,Abnorml,220720
11258.0,7,6,1980,1452.0,1288,0,359.0,OldTown,1.5Fin,Flat,VinylSd,Grav,Normal,222806
9833.0,8,1,1951,2083.0,2785,3,563.0,Edwards,SLvl,Gable,VinylSd,Grav,Partial,324620
16245.0,5,9,1992,904.0,2560,1,870.0,OldTown,SLvl,Flat,HdBoard,GasW,Normal,241777
17754.0,3,3,1990,2454.0,1824,3,439.0,OldTown,1.5Fin,Hip,HdBoard,GasW,Abnorml,245775
11280.0,3,9,2009,1708.0,1357,3,101.0,CollgCr,1.5Fin,Hip,Wd Sdng,Grav,Abnorml,177491
14577.0,2,7,1995,2459.0,681,3,376.0,CollgCr,1.5Fin,Flat,HdBoard,GasW,Partial,151206
4514.0,8,3,1989,2535.0,2438,0,,OldTown,1.5Fin,Flat,MetalSd,GasA,Normal,257932
5969.0,1,9,2008,778.0,1678,3,,Somerst,2Story,Hip,HdBoard,GasA,Normal,108465
6566.0,8,7,1994,1790.0,1262,1,773.0,NAmes,1Story,Hip,Wd Sdng,Grav,Abnorml,205918
,3,7,1991,1938.0,1914,3,403.0,NAmes,2Story,Hip,HdBoard,GasA,Partial,222370
19173.0,9,7,1970,831.0,3340,1,821.0,,1Story,Hip,Wd Sdng,GasW,Partial,357338
13345.0,2,2,1952,1096.0,2724,2,1.0,Somerst,2Story,Gable,HdBoard,Grav,Normal,199642
3309.0,9,4,2015,1601.0,3419,0,714.0,OldTown,1.5Fin,Hip,VinylSd,GasW,Normal,385405
2864.0,6,8,1960,643.0,3479,2,839.0,CollgCr,2Story,Hip,HdBoard,GasW,Partial,345715
14055.0,1,2,1973,412.0,1082,2,669.0,NAmes,1Story,Gable,MetalSd,Grav,Abnorml,113426
7389.0,5,4,1999,,3434,0,858.0,OldTown,SLvl,Gable,VinylSd,GasW,Normal,295669
13716.0,9,8,1970,,2443,2,127.0,NAmes,1.5Fin,Gable,HdBoard,GasA,Partial,329085
13978.0,6,3,1974,2700.0,1380,1,949.0,CollgCr,SLvl,Hip,HdBoard,GasW,Partial,210975
5003.0,7,6,1953,231.0,2616,1,131.0,CollgCr,1Story,Flat,VinylSd,GasA,Partial,261563
,4,2,1992,2480.0,807,1,454.0,Somerst,1.5Fin,Hip,VinylSd,GasW,Partial,120065
15772.0,1,8,1996,490.0,2199,1,942.0,OldTown,1.5Fin,Flat,VinylSd,Grav,Partial,139613
